,Title,Author,ISBN Valid,Publisher,Subjects,i,description,categories,average_rating,ratings_count,page_count,language
12270,"Mon enfant est autiste : un guide pour parents, enseignants et soignants /","Vermeulen, Peter",9782807326828; 280732682X,De Boeck Supérieur,Enfants autistes--Soins; Adolescents autistes--Soins; Autisme infantile; Parents et enfants,12270,,,,,,
12271,Le calcul de doses sans erreur : pour une pratique aisée et sûre /,"Jeanguiot, Nicole",,Estem,calcul de dose (soins infirmiers)--[manuel],12271,,,,,,
12272,Animer en humanitude : l'animation dans les établissements d'accueil des personnes fragilisées /,"Crône, Philippe",9782294771408; 2294771400,Elsevier Masson,"Animation sociale; Équipements sanitaires; Établissements d'hébergement pour personnes âgées dépendantes; Animateurs socioculturels; Relations humaines; Groupes, Dynamique des; Personnes âgées--Protection, assistance, etc.",12272,,,,,,
12273,110 fiches d'animation pour les personnes âgées /,"Allègre, Evelyne",9782294763656; 2294763653,Elsevier Masson,Animation sociale--Chez la personne âgée,12273,,,,,,
12274,Plan d'études romand : cycle 1 /,,9782885002621; 288500262X,CIIP,programme d'études--scolarité obligatoire--Suisse romande; enseignement primaire--programme d'études--Suisse romande; éducation préscolaire--programme d'études--Suisse romande,12274,,,,,,
12275,Le Petit Robert des noms propres : dictionnaire illustré : 40 000 noms propres /,,9782849026212; 2849026212,Le Robert,nom propre--[dictionnaire],12275,,,,,,
12276,Collection de concepts-clés de la formation des enseignantes et enseignants en Suisse romande et au Tessin /,,9782606019440; 260601944X,Loisirs et pédagogie,"Enseignants--Formation--Suisse romande; Enseignants--Formation--Ticino (Suisse, canton)",12276,,,,,,
12277,Les aventures de Nage-Vite et Plonge-Bien : la Grande Ourse /,"Duquennoy, Jacques",2226112103; 9782226112101,Albin Michel Jeunesse,,12277,,,,,,
12278,Manuel de politique sociale /,,9782882840585; 2882840586; 9782881461422; 2881461425,Ed Réalités sociales; Ed EESP,politique sociale--Suisse--[études diverses],12278,,,,,,
12279,L'art pariétal : langage de la préhistoire /,"Leroi-Gourhan, André",2905614714; 9782905614711,J Millon,art rupestre; peinture--préhistoire,12279,,,,,,
12280,Jardins de rêve /,"Takacs, Claire",9782603030363; 2603030361,Delachaux et Niestlé,,12280,,,,,,
12281,L'esprit des Lumières /,"Todorov, Tzvetan",9782253083931; 2253083933,Robert Laffont,Mouvement des Lumières; [Études diverses],12281,,,,,,
12282,Apologie de Socrate ; Criton /,"Plato, ca. 427- ca. 348 av. J.-C",2080708481; 9782080708489,Flammarion,,12282,,,,,,
12283,"Dialog = dialog = ""dialogue"" : guide des premières conversations en russe : A1/A2 /","Roudina, Irina",9782340069343; 2340069343,Ellipses,Russe (langue).; Manuels pour locuteurs du français.,12283,,,,,,
12284,Tochka Ru : Russian course,"Dolmatova, Olia",5990898304; 9785990898301,Bi͡uler OA,"Vocabulaires et manuels de conversation russes; Russian language; Russian language--Problems, exercises, etc.; Russian language--Textbooks for foreign speakers--English.; Russe (Langue)--Manuels pour anglophones.; Problems and exercises; Textbooks--for English speakers",12284,,,,,,
12285,"Hommes et femmes au Moyen Âge : histoire du genre, XIIe-XVe siècle /","Lett, Didier",9782200248277; 220024827X,A Colin,Relations hommes-femmes; Identité sexuelle; Rôle selon le sexe; Moyen âge; 12e siècle-15e siècle; Europe; [Manuels d'enseignement supérieur],12285,,,,,,
12286,Les cinq sexes : pourquoi mâle et femelle ne suffisent pas /,"Fausto-Sterling, Anne",9782228908856; 2228908851,Payot & Rivages,Hermaphrodisme; Détermination génétique du sexe; Différenciation sexuelle; Sexualité (biologie),12286,,,,,,
12287,"Vieille peau : les femmes, leur corps, leur âge /","Schmidt, Fiona",9782714497406; 2714497403,Belfond,Image du corps chez la femme; Femmes d'âge moyen; Vieillesse--Sociologie,12287,,,,,,
12288,Psychologie des apprentissages scolaires /,,9782804136857; 280413685X,De Boeck,apprentissage (psychologie)--élève--enseignement primaire--* psychologie--[études diverses]; apprentissage (psychologie)--* psychologie de l'éducation--[manuel],12288,,,,,,
12289,Un monde en fêtes : 1-2P éthique et cultures religieuses : dossier /,,9782940318964; 2940318964; 9782940318957; 2940318956,Ed Agora,Fêtes religieuses; Calendrier religieux; Religions,12289,,,,,,
12290,Un monde en couleurs : collection à la découverte des religions /,,2940318174; 9782940318179; 2940318190; 9782940318193; 9782940318254; 2940318255; 2940318271; 9782940318278; 9782940318261; 2940318263,ENBIRO,religion--[manuel]; éducation religieuse--enseignement primaire--religion,12290,,,,,,
12291,Un monde en couleurs : portfolio : cycle 1 - 3e année,,9782940645107; 2940645108,Association Editions Agora,Religion; Éducation religieuse--Enseignement primaire; Manuels d'enseignement,12291,,,,,,
12292,"Un monde en couleurs : brochure de l'élève, volume 1 : cycle 1 - 3e /","Dutoit, Yves",9782940645084; 2940645086,Association Editions Agora,Éducation religieuse--Enseignement primaire; Religion; Manuels d'enseignement,12292,,,,,,
12293,"Un monde en couleurs : brochure de l'élève, volume 2 : cycle 1 - 4e /","Dutoit, Yves",9782940645206; 2940645205; 9782940645251; 2940645256,Editions Agora,Éducation religieuse--Enseignement primaire; Manuels d'enseignement,12293,,,,,,
12294,Oeuvres complètes /,"Reverdy, Pierre",9782081222007; 2081222000; 9782081222014; 2081222019,Flammarion,,12294,,,,,,
12295,Harry Potter à l'école des sorciers /,"Rowling, J.K., 1965-",9782070541270; 2070541274,Gallimard,,12295,,,,,,
12296,L'enfant en Valais 1815-2015 : annales valaisannes 2016 /,,,Société d'histoire du Valais romand,,12296,,,,,,
12297,La violence et le sacré /,"Girard, René essayiste 1923-2015",9782818502068; 2818502063,Fayard/Pluriel,Violence--Religion; bouc émissaire--victimologie; victimisation--* anthropologie; sacré (sentiment religieux)--violence,12297,,,,,,
12298,Les fleurs du mal : édition de 1861 /,"Baudelaire, Charles",9782070466658; 2070466655,Gallimard,,12298,,,,,,
12299,"The gardens of Pompeii, Herculaneum and the villas destroyed by Vesuvius /","Jashemski, Wilhelmina Mary Feemster",0892410965; 9780892410965; 0892411252; 9780892411252,Caratzas Brothers,jardin romain antique--* archéologie--Pompéi (Italie); jardin romain antique--* archéologie--Herculanum (Italie),12299,,,,,,
12300,Domestic space in the Roman world : Pompeii and beyond /,,1887829229; 9781887829229,JRA Journal of Roman Archaeology,espace privé--Rome--[congrès]; espace privé--Pompéi (Italie)--[congrès]; maison romaine antique--Pompéi (Italie)--[congrès],12300,,,,,,
12301,La relation d'aide et la psychothérapie /,"Rogers, Carl R. 1902-1987 (Carl Ransom),",9782710121176; 2710121174,ESF Ed,psychothérapie--relation d'aide,12301,,,,,,
12302,L'approche centrée sur la personne : anthologie de textes /,"Rogers, Carl R. 1902-1987 (Carl Ransom),",2881220282; 9782881220289,Ed Randin,"Rogers, Carl--[anthologie]; psychothérapie--Rogers, Carl--[anthologie]",12302,,,,,,
12303,"Ville végétale, ville écolo : quand nous végétaliserons enfin nos villes /","Carpentier, Jean-Noël, 1969-",9782362794582; 236279458X,Alma éditeur,Urbanisme durable--1990-2020; Écologie urbaine; Urbanisme; Végétalisation; Villes,12303,,,,,,
12304,Dico atlas des migrations /,"Henry, Pierre, 1955-",9782701175546; 2701175542,Belin,Émigration et immigration; Immigrés; [Dictionnaires français]; [Atlas],12304,,,,,,
12305,Oeuvres /,"Nietzsche, Friedrich, 1844-1900",9782070114313; 2070114317; 9782070117222; 2070117227; 9782072849022; 2072849020,Gallimard,,12305,,,,,,
12306,Topographie de la passion : essai sur le corps et ses mots /,"Audi, Paul",2909422429; 9782909422428,Encre marine,passion (psychologie)--* philosophie,12306,,,,,,
12307,Histoires de foulards : 100 ans de scoutisme vaudois : 1912-2012 /,,9782884131964; 2884131965,Atelier Grand; Ed Ouverture,Association du scoutisme vaudois; 1912-2012,12307,,,,,,
12308,Face au visage : XXe-XXIe siècle /,"Goldberg, Itzhak 1949-....",9782850889387; 2850889385,Citadelles & Mazenod,Visage--Dans l'art; Portraits--Dans l'art; Art--20e siècle; Art--21e siècle,12308,,,,,,
12309,La langue sauvée : histoire d'une jeunesse (1905-1921) /,"Canetti, Elias, 1905-1994",2226009671; 9782226009678,Albin Michel,,12309,,,,,,
12310,Le livre en colère ! /,"Ramadier, Cédric, 1968-",9782211229906; 2211229905,L'Ecole des loisirs,Colère; Livres d'images,12310,,,,,,
12311,Intégrer la différenciation pédagogique et la planification à rebours /,"Tomlinson, Carol Ann",9782765029953; 2765029954,Chenelière Education,Programmes d'études; Enseignement individualisé; Apprentissage,12311,,,,,,
12312,Psychologie des apprentissages scolaires /,,9782807300040; 2807300049,De Boeck,Psychologie de l'apprentissage; Psychologie de l'éducation,12312,,,,,,
12313,Faut-il avoir peur de l'évaluation ? /,"Hadji, Charles",9782804168735; 2804168735,De Boeck,Évaluation du système scolaire; évaluation; évaluation--* éthique; évaluation--* méthodologie; évaluation--formation (éducation); évaluation--formation (éducation)--* éthique; évaluation--formation (éducation)--* méthodologie,12313,,,,,,
12314,La régulation des apprentissages en classe /,"Mottier Lopez, Lucie",9782804170370; 2804170373,De Boeck,Apprentissage; Sciences de l'éducation; Élèves; Évaluation; Éducation,12314,,,,,,
12315,Vers une gestion éducative de la classe /,"Archambault, Jean, Pédagogue",9782804105389; 2804105385,De Boeck,classe (enseignement) - gestion--* psychopédagogie; élève--enseignant--motivation; apprentissage (psychologie)--école--élève--motivation,12315,,,,,,
12316,Apprendre avec le numérique : mythes et réalités /,"Amadieu, Franck",9782725633206; 2725633206,Retz,Nouvelles technologies de l'information et de la communication; Enseignement; Méthodologie; Multimédias; Éducation; Technologie éducative,12316,,,,,,
12317,Le guide de votre prévoyance : [comment financer ses projets de vie et se préparer une belle retraite] /,"Novello, Pierre",9782970041832; 2970041839,P Novello,assurance vieillesse et survivants--prévoyance individuelle--prévoyance professionnelle--retraite--Suisse; Pensions de vieillesse; Régimes de retraite; Caisses de retraite; Conseillers en gestion de patrimoine; Suisse; [Guides pratiques et mémentos],12317,,,,,,
12318,Voyage entre deux vies /,"Perroud, David",9782359020069; 2359020064,Simbiose éd,,12318,,,,,,
12319,Apprendre à  philosopher par la discussion : pourquoi ? comment ? /,,9782804155230; 2804155234,De Boeck,philosophie - enseignement; discussion - apprentissage (psychologie)--élève,12319,,,,,,
12320,L'énigme de la chambre 622 : roman /,"Dicker, Joël, 1985-",9.79103E+12,Editions de Fallois,Roman policier,12320,,,,,,
12321,Les choses : une histoire des années soixante /,"Perec, Georges",,Julliard,,12321,,,,,,
12322,"Gérer les ressources humaines : des théories aux outils, un concept intégré par processus, compatible avec les normes de qualité /","Emery, Yves",9782880748425; 2880748429,Presses polytechniques et universitaires romandes,gestion des ressources humaines; Personnel Management; Staff Development,12322,,,,,,
12323,Méthodologie de la recherche qualitative : les 10 questions clés de la démarche compréhensive /,"Dumez, Hervé",9782311407693; 2311407694,Vuibert,Qualitative Research; Recherche qualitative; Recherche qualitative--Méthodologie,12323,,,,,,
12324,Physiologie du sport et de l'exercice /,"Kenney, W. Larry",9782807326217; 2807326218,De Boeck Supérieur,Manuels d'enseignement supérieur; Sports--Physiologie; Exercices physiques--Physiologie; Sports; Physiologie; Exercices physiques; Métabolisme énergétique; Condition physique; Sports--physiology; Physical Endurance; Physical Fitness,12324,,,,,,
12325,Les cellules : une histoire de la vie /,"Sardet, Christian 1946-....",9782379223563; 2379223564,Ulmer,Cytologie; Cellules; Ouvrages illustrés,12325,,,,,,
12326,L'image-mouvement /,"Deleuze, Gilles",2707306592; 9782707306593,Ed de Minuit,cinéma--image--mouvement; langage cinématographique; IMAGE; PERCEPTION; ESTHETIQUE; MOUVEMENT DANS LES FILMS; MONTAGE; THEORIE,12326,,,,,,
12327,The Collector /,"Silva, Daniel",0008280681; 9780008280680,Harper Collins UK,,12327,,,,,,
12328,"Manipuler et expérimenter en mathématiques : agir, réfléchir, faire des maths autrement /","Dias, Thierry",9782210504073; 2210504074,Magnard,Raisonnement--Étude et enseignement (primaire); Mathématiques--Étude et enseignement (primaire); Mathématiques; Problèmes et exercices,12328,,,,,,
12329,L'entretien /,"Blanchet, Alain",9782200248093; 2200248091,A Colin,Sciences sociales; Entretiens en sociologie; Entretiens en ethnologie,12329,,,,,,
12330,Käthe Kollwitz : Werkverzeichnis der Graphik /,"Knesebeck, Alexandra von dem",3857730404; 9783857730405,Verl Kornfeld,"Kollwitz, Käthe - gravure--[catalogue raisonné]",12330,,,,,,
12331,Tuk-tuk express /,"Lévy, Didier",9782368361634; 2368361634,ABC Melody,Bangkok (Thaïlande); Livres d'images,12331,,,,,,
12332,Droit international économique : une introduction (y inclus le droit des relations économiques extérieures de la Suisse) /,"Ziegler, Andreas Roland 1967-....",9783727207419; 3727207418,Stämpfli,internationales Wirtschaftsrecht; Völkerrecht; Aussenhandel; Schweiz; Grundlagenwerk,12332,,,,,,
12333,"Beccaria et la culture juridique des Lumières : (actes du colloque européen de Genève, 25-26 novembre 1995 [i.e. 1994]) : études historiques /",,260000176X; 9782600001762,Droz,"droit pénal--Beccaria, Cesare--Lumières--18e s.--[congrès]",12333,,,,,,
12334,Le Code pénal vaudois de 1843 (partie générale) : ou l'éclectisme comme expression de la pensée pénale libérale /,"Gilliéron, Pascal",2884541268; 9782884541268,Bibliothèque Historique Vaudoise,"Vaud (Suisse).--""Code pénal""--1843; droit pénal--Vaud (Suisse)--1843",12334,,,,,,
12335,Hygiène publique /,"Schmid, Friedrich, 1850-1916",,KJ Wyss,hygiène publique--Suisse--[bibliographie]; Hygiene; Public Health; Sanitation; Switzerland; Bibliography,12335,,,,,,
12336,Max est racketté /,"Saint Mars, Dominique de",9782884453769; 2884453768,Calligram,Extorsion; Ouvrages pour la jeunesse; Bandes dessinées,12336,,,,,,
12337,"Palestine, dans la bande de Gaza /","Sacco, Joe, 1960-",2908981262; 9782908981261,Vertige Graphic,Bandes dessinées,12337,,,,,,
12338,Le Tartuffe ; Dom Juan ; Le Misanthrope /,"Molière, 1622-1673",9782070363322; 2070363325,Gallimard,,12338,,,,,,
12339,Français littérature : classes des lycées : nouveau programme /,,9782091616636; 209161663X,Nathan,Littérature française; Écrivains français; [Anthologies],12339,,,,,,
12340,Le Petit Robert : dictionnaire alphabétique et analogique de la langue française /,,2321018968; 9782321018964,Le Robert,French language--Vocabulary; Français (langue); Encyclopédies et dictionnaires français; Dictionaries; Dictionnaires; French language--Vocabulary.; Encyclopédies et dictionnaires français.; Français (Langue)--Dictionnaires.,12340,,,,,,
12341,La révolution psychédélique : une médecine de la conscience /,"Chambon, Olivier",2813222917; 9782813222916,Guy Trédaniel éditeur,Hallucinogènes--Emploi en thérapeutique; Maladies mentales--Thérapeutique,12341,,,,,,
12342,"Science, conscience et environnement : penser le monde complexe /",,9782130735588; 2130735584,PUF,Écologie; Philosophie; Éthique de l'environnement; [Études diverses],12342,,,,,,
12343,Le héros aux mille et un visages /,"Campbell, Joseph",9782848981222; 2848981229,Oxus,héros--mythologie; mythologie comparée,12343,,,,,,
12344,L'amour et la justice comme compétences : trois essais de sociologie de l'action /,"Boltanski, Luc",9782070439584; 2070439585,Gallimard,amour--justice--* sociologie,12344,,,,,,
12345,Lutter contre les pauvres : les politiques face à la mendicité dans le canton de Vaud /,"Tabin, Jean-Pierre",9782829004636; 2829004639,Ed d'en bas,"Mendicité; Histoire; Pauvreté; Lausanne (Suisse, VD); Vaud (Suisse); [Enquêtes]",12345,,,,,,
12346,L'argent du quotidien /,"Lazuech, Gilles",9782753518650; 2753518653,Presses universitaires de Rennes,argent (monnaie)--famille--vie quotidienne; argent (monnaie)--représentation sociale; argent (monnaie)--* psychologie; argent (monnaie)--morale; argent (monnaie)--symbole--* sociologie; argent (monnaie)--relations entre générations; Argent (monnaie); Sociologie du quotidien; Famille; Représentations sociales; Relations entre générations; Morale,12346,,,,,,
12347,Hello anxiété /,"Ameer, Hadeel",9782263181481; 2263181482,Solar Editions,Angoisse; Inquiétude; Anxiété; Ouvrages pour la jeunesse,12347,,,,,,
12348,Les conditions générales à la croisée du droit de la concurrence et du droit de la consommation : étude de droit suisse et de droit européen /,"Junod Moser, Dominique",3719019209; 9783719019204,Faculté de droit; Helbing & Lichtenhahn,concurrence économique--conditions générales--consommation--contrat--obligations (droit)--* droit communautaire--Suisse,12348,,,,,,
12349,Le droit des successions /,"Steinauer, Paul-Henri, 1948-2021",3727223448; 9783727223440,Stämpfli,successions (droit)--Suisse--[manuel]; Erbrecht; Schweiz; Grundlagenwerk,12349,,,,,,
12350,Traité de droit civil comparé /,"Roguin, Ernest",,F Rouge; Libr générale de droit et de jurisprudence F Pichon & Durand-Auzias,successions (droit)--* droit comparé; internationales Privatrecht; Schweiz,12350,,,,,,
12351,"Les contre-cultures : genèses, circulations, pratiques /",,9782849504727; 2849504726,Syllepse,Contre-culture; Mouvements sociaux; 20e siècle (2e moitié)-21e siècle (début); [Actes de congrès],12351,,,,,,
12352,Dictionnaire des mouvements sociaux /,,9782724611267; 2724611268,Presses de Sciences Po,mouvement social--* sociologie--[dictionnaire],12352,,,,,,
12353,Libération des femmes : les années-mouvement /,"Picq, Françoise",2020122391; 9782020122399,Ed du Seuil,Mouvement de libération des femmes--France--1970 / 1992; féminisme--France--1970 / 1992,12353,,,,,,
12354,L'assurance chômage en Suisse : une sociohistoire (1924-1982) /,"Tabin, Jean-Pierre",9782889010776; 2889010775,Éditions Antipodes,Assurance-chômage; 20e siècle; ALV; Arbeitslosigkeit; Rechtsgeschichte; Geschichte; Sozialstaat; Sozialpolitik; Suisse; Schweiz,12354,,,,,,
12355,"L'""aura italiana"" : culture e letterature d'oltrefrontiera, frontiera e minoranze /","Buogo, Mariangela",,Il Veltro,Littérature suisse de langue italienne; Littérature italienne--A l'étranger,12355,,,,,,
12356,Aquilon de Bavière : roman franco-italien en prose (1397-1407) /,"Raffaele, Da Verona",3484521880; 9783484521889; 3484501901; 9783484501904; 348450191X; 9783484501911; 9783484523371; 3484523379,M Niemeyer,,12356,,,,,,
12357,Journal d'un négrier au XVIIIe siècle : nouvelle relation de quelques endroits de Guinée et du commerce d'esclaves qu'on y fait (1704-1734) /,"Snelgrave, William",9782070782154; 2070782158,Gallimard,traite des noirs--Jamaïque--18e s. (début)--[document]; commerce--esclave--Grande-Bretagne--Jamaïque--18e s. (début)--[document],12357,,,,,,
12358,Romans et poèmes /,"Genet, Jean, 1910-1986",9782072744259; 2072744253,Gallimard,,12358,,,,,,
12359,L'atelier noir /,"Ernaux, Annie",9782072958441; 207295844X,Gallimard,"Ernaux, Annie; Journaux intimes; Création littéraire",12359,,,,,,
12360,1352 : un médecin contre la tyrannie : roman historique /,"Favre, Philippe, enseignant",9782828921439; 2828921433,Editions Favre,,12360,,,,,,
12361,Les scènes de ma vie /,"Keller, Marthe",9782258205628; 225820562X,Presses de la Cité,"Keller, Marthe; Autobiographie",12361,,,,,,
12362,Guerre et paix /,"Tolstoĭ, Lev Nikolaevich",,P-V Stock,,12362,,,,,,
12363,Racisme(s) et citoyenneté : un outil pour la réflexion et l'action /,,2882240716; 9782882240712,FET Fondation pour l'éducation à la tolérance; Editions IES,lutte contre le racisme--Suisse--[études diverses]; immigré--intégration sociale--Suisse--[études diverses]; intégration sociale--minorité religieuse--Suisse--[études diverses]; racisme--Suisse--origines / 20e s.--[études diverses]; Racism--Switzerland,12363,,,,,,
12364,Les grandes découvertes /,"Boyle, David 1958-....",9782810401901; 281040190X,Géo,découverte géographique--voyage d'exploration--15e s. / 18e s.,12364,,,,,,
12365,L'éducation plurilingue et interculturelle : la perspective du conseil de l'Europe /,,9782278086689; 2278086685,Didier,Éducation interculturelle; Enseignement multilingue,12365,,,,,,
12366,"Méthodologie de la recherche en didactique des langues : guide pratique : pour un usage en autonomie : les étapes clés d'un travail de recherche, avec extraits de mémoires de master /","Catroux, Michèle",234002644X; 9782340026445,Ellipses,Éducation--Recherche; Thèses et écrits académiques--Méthodologie; Langues--Étude et enseignement--Recherche; Recherche--Guides pratiques; Langues--Étude et enseignement; Guides pratiques,12366,,,,,,
12367,Geldwäschereigesetz (GwG) : Bundesgesetz vom 10. Oktober 1997 über die Bekämpfung der Geldwäscherei und der Terrorismusfinanzierung /,,9783727251641; 3727251646,Stämpfli,Geldwäscherei; Bundesgesetz zur Bekämpfung der Geldwäscherei im Finanzsektor; Schweiz; Textreproduktion; Kommentar(Werk),12367,,,,,,
12368,GwG Kommentar : Geldwäschereigesetz mit weiteren Erlassen = AMLA commentary : anti money laundering act with other laws /,,9783280073278; 3280073278,Orell Füssli,kriminelle Organisation; Geldwäscherei; mangelnde Sorgfalt bei Finanzgeschäften; Strafgesetzbuch; Bundesgesetz zur Bekämpfung der Geldwäscherei im Finanzsektor; Verordnung zur Verhinderung von Geldwäscherei; Empfehlung einer internationalen Organisation; GAFI; Schweiz; Textreproduktion; Kommentar(Werk),12368,,,,,,
12369,Geldwäschereigesetz /,,9783719041410; 3719041417,Helbing Lichtenhahn,Geldwäscherei; Bundesgesetz zur Bekämpfung der Geldwäscherei im Finanzsektor; Schweiz; Textreproduktion; Kommentar(Werk),12369,,,,,,
12370,Anwaltsrecht /,"Fellmann, Walter 1955-....",9783727284977:,Stämpfli,Rechtsanwalt; Rechtssetzung; Berufspflicht; Berufsverband; öffentliches Register; Fähigkeitsausweis; Anwaltsmonopol; Unabhängigkeit des Anwalts; Freizügigkeitsgarantie; freier Dienstleistungsverkehr; Berufsgeheimnis; Anwaltsbüro; Organisation(Verfahren); Gesellschaft(Personen- und Kapitalvereinigung); Berufs-Haftpflichtversicherung; Kundschaft; Auftrag(Obligationenrecht); Vertragshaftung; Erfüllung der Obligation; kantonales Recht; Bundesrecht; Verhältnis zwischen; Schweiz; Grundlagenwerk,12370,,,,,,
12371,La symbolique des cathédrales : de l'obscurité à la lumière /,"Buisson, Jean-François",9782882956668; 2882956665,Cabédita,"Architecture gothique; Cathédrales; Symbolisme; Architecture; Lausanne (Suisse, VD) - Notre-Dame; [Ouvrages illustrés]",12371,,,,,,
12372,"L'homme, son développement religieux : étude de structuralisme génétique /","Oser, Fritz, 1937-",2204043117; 9782204043113,Les Ed du Cerf,développement religieux--homme (être humain); psychologie de la religion--structuralisme génétique; développement religieux--jugement religieux,12372,,,,,,
12373,Déclinaisons gothiques : le portail Montfalcon de la cathédrale de Lausanne /,,9782884743983; 2884743987,Infolio,"Portails (architecture)--Suisse--Lausanne (Suisse, VD); Cathédrales--Suisse--Lausanne (Suisse, VD); Portails gothiques--Suisse--Lausanne (Suisse, VD)--Histoire; Lausanne (Suisse, VD)--Notre-Dame",12373,,,,,,
12374,Das Beweismass im Privatrecht : eine dogmatische Untersuchung mit Erkenntniswert für die Praxis und die Rechtsfigur der Wahrscheinlichkeitshaftung /,"Berger-Steiner, Isabelle, 1976-",9783727200076; 3727200073,Stämpfli,preuve (droit)--* droit privé--Suisse; Zivilprozess; Beweismass; Beweisführung; Beweislast; Beweiswürdigung; erleichterter Beweis; Schweiz,12374,,,,,,
12375,La responsabilité pour le dommage purement économique /,"Misteli, Christophe",,Schulthess,dommage--responsabilité (droit)--Suisse; Begriff; Haftung aus unerlaubter Handlung; privatrechtliche Haftung; reiner Vermögensschaden; Schweiz,12375,,,,,,
12376,Droit administratif : partie générale et éléments de procédure /,"Zen-Ruffinen, Piermarco",9783719032869; 3719032868,Faculté de droit de l'Université de Neuchâtel; Helbing Lichtenhahn,Droit administratif; Staatsorganisation und Verwaltung; Bundesrecht; Droit administratif--Suisse; Suisse; Schweiz; [Manuels d'enseignement supérieur]; Grundlagenwerk; Lehrmittel,12376,,,,,,
12377,"Droit de la consommation : loi sur les voyages à forfait, Code des obligations, articles 40a-40f CO, loi sur le crédit à la consommation : commentaire /","Stauder, Bernd",9783719022518; 371902251X,Helbing & Lichtenhahn,consommateur - protection--* obligations (droit)--Suisse--[manuel]; petit crédit--* obligations (droit)--Suisse--[manuel]; contrat de voyage à forfait--* obligations (droit)--Suisse--[manuel]; Konsumentenschutz; Pauschalreisevertrag; Bundesgesetz über Pauschalreisen; Haustürgeschäft; Obligationenrecht(Bundesgesetz); Konsumkreditvertrag; Bundesgesetz über den Konsumkredit; Schweiz; Textreproduktion; Kommentar(Werk),12377,,,,,,
12378,Etudes en l'honneur du Professeur Thierry Tanquerel : entre droit constitutionnel et droit administratif : questions autour du droit de l'action publique /,,9783725587131; 3725587132,Université de Genève Faculté de droit; Schulthess éditions romandes,"Droit administratif; Droit public; Droit comparé; Droit international et droit interne; Verfassungsrecht; Staatsorganisation und Verwaltung; Genève (Suisse, canton); Suisse; Schweiz; Genf(Kanton); [Mélanges et hommages]; Festschrift",12378,,,,,,
12379,Sociologie de la vieillesse et du vieillissement /,"Caradec, Vincent",9782200632892; 2200632894,Armand Colin,Vieillesse--Sociologie; Vieillissement--Sociologie; Personnes âgées--Politique publique--France,12379,,,,,,
12380,Pratiques en santé communautaire /,,9782765047759; 2765047758,Chenelière Education,Soins infirmiers; Agents de santé communautaire; [Manuels d'enseignement supérieur],12380,,,,,,
12381,Le quatrième âge : ou la dernière étape de la vie /,"Lalive d'Epinay, Christian",9782889150489; 2889150488,Presses polytechniques et universitaires romandes,Personnes âgées; Vieillesse; Conditions sociales; Aged; Frail Elderly; Geriatric Assessment--methods; Activities of Daily Living; Public Policy; Chronic Disease; Program Evaluation; Suisse; Personnes âgées - Vieillesse; Evaluation Study,12381,,,,,,
12382,La biologie : l'essentiel tout simplement /,"Metcalf, Jonathan",9782810437252; 2810437254,Dorling Kindersley,Biotechnologie; Biologie.,12382,,,,,,
12383,"L'art classique et baroque, 1600-1770 : l'art en Europe de Caravage à Tiepolo : Bernin, François Boucher, Canaletto, Le Caravage, Thomas Gainsborough, Frans Hals... /","Castria Marchetti, Francesca",2700012100; 9782700012101,Gründ,peinture européenne--17e s. / 1770; art européen--17e s. / 1770,12383,,,,,,
12384,Le livre que personne ne voulait lire /,"Ayoade, Richard",9782330175856; 233017585X,Hélium,Humour anglais; Roman pour la jeunesse,12384,,,,,,
12385,Le guide illustré de l'écologie /,"Fischesser, Bernard",9782603025277; 2603025279,Delachaux et Niestlé,Écologie,12385,,,,,,
12386,Pride and prejudice /,"Austen, Jane 1775-1817",1405073012; 9781405073011,Macmillan,,12386,,,,,,
12387,1984 /,"Orwell, George",9781405862417; 1405862416,Pearson Education,,12387,,,,,,
12388,Frankenstein /,"Shelley, Mary Wollstonecraft Godwin",9788711091265; 8711091266; 9783125378506; 3125378508,E Klett; Aschehoug,,12388,,,,,,
12389,Penser et construire l'Europe au XXe siècle /,,9782701146553; 2701146550,Belin,Union européenne; Histoire; 20e siècle; Europe,12389,,,,,,
12390,The Crown : le vrai du faux : la série culte décryptée /,"Lamy, Corentin",9782324027437; 2324027437,Editions Gründ,"""The Crown"" (série télévisée); Monarchie--Grande-Bretagne; Séries télévisées--Grande-Bretagne; Fact-checking",12390,,,,,,
12391,Atlas des migrations : de nouvelles solidarités à construire /,"Wihtol de Wenden, Catherine",9782746760486; 2746760487,Autrement,Réfugiés--Atlas; Émigration et immigration--Politique publique--Atlas; Immigrés--Atlas,12391,,,,,,
12392,Zola /,"Mitterand, Henri",221360083X; 9782213600833; 2213608318; 9782213608310; 2213613311; 9782213613314,Fayard,"Zola, Emile--[biographie]",12392,,,,,,
12393,Huit exercices simples de Qigong pour votre santé : les huit pièces de brocart /,"Yang, Jwing-Ming",2908580748; 9782908580747,Budo 1998,qigong--[manuel],12393,,,,,,
12394,"Prévention des chutes et équilibre chez la personne âgée : guide pratique, 200 exercices illustrés /","Choque, Jacques",9782916465401; 2916465405,Doc éditions,"chute (perte d’équilibre) - prévention--personne âgée--[guide]; Accidental Falls; Accidental Falls--prevention & control; Accidents, Home; Accidents, Home--prevention & control; Accidents, Home--psychology; Aged; Aged--psychology; Accident Prevention; Personnes âgées - Vieillesse; Accidents",12394,,,,,,
